Cell ID,Timestep,Neighbor count of cell,Sum of neighbor counts of cell’s neighbors
21,71,1,71
22,71,1,84
23,71,0,11
24,71,0,9
1,72,0,53
2,72,0,2
3,72,0,43
4,72,0,55
5,72,0,3
6,72,4,44
7,72,0,39
8,72,1,31
9,72,1,95
10,72,1,36
11,72,2,66
12,72,0,19
13,72,0,60
14,72,0,24
15,72,1,105
16,72,0,36
17,72,0,6
18,72,1,42
19,72,0,4
20,72,0,6
21,72,1,106
22,72,0,70
23,72,0,17
24,72,0,9
1,73,0,55
2,73,0,0
3,73,1,40
4,73,1,47
5,73,0,2
6,73,5,43
7,73,0,28
8,73,1,31
9,73,1,78
10,73,1,36
11,73,3,97
12,73,0,18
13,73,1,74
14,73,0,37
15,73,3,94
16,73,0,37
17,73,0,6
18,73,1,33
19,73,0,4
20,73,0,5
21,73,4,104
22,73,0,81
23,73,0,17
24,73,0,10
1,74,0,50
2,74,0,2
3,74,2,60
4,74,2,63
5,74,0,3
6,74,5,35
7,74,0,16
8,74,1,31
9,74,1,67
10,74,1,36
11,74,1,102
12,74,0,35
13,74,3,82
14,74,0,36
15,74,2,91
16,74,0,32
17,74,0,6
18,74,1,36
19,74,0,5
20,74,0,8
21,74,2,107
22,74,0,68
23,74,0,24
24,74,0,11
1,75,0,51
2,75,0,0
3,75,2,43
4,75,1,57
5,75,0,2
6,75,5,35
7,75,0,5
8,75,1,31
9,75,1,73
10,75,1,36
11,75,5,116
12,75,0,21
13,75,2,81
14,75,0,51
15,75,2,111
16,75,0,32
17,75,0,6
18,75,0,24
19,75,0,5
20,75,0,15
21,75,4,97
22,75,0,75
23,75,0,21
24,75,0,14
1,76,0,59
2,76,0,2
3,76,3,69
4,76,1,56
5,76,0,0
6,76,5,35
7,76,0,9
8,76,1,31
9,76,1,61
10,76,1,36
11,76,3,138
12,76,0,14
13,76,1,90
14,76,0,40
15,76,2,136
16,76,0,32
17,76,0,6
18,76,0,18
19,76,0,5
20,76,0,20
21,76,4,128
22,76,1,113
23,76,0,29
24,76,0,16
1,77,0,58
2,77,0,0
3,77,2,63
4,77,0,58
5,77,0,0
6,77,5,35
7,77,0,8
8,77,1,31
9,77,1,70
10,77,1,36
11,77,2,105
12,77,0,6
13,77,3,90
14,77,1,60
15,77,3,63
16,77,0,27
17,77,0,6
18,77,0,13
19,77,0,5
20,77,0,25
21,77,2,58
22,77,2,63
23,77,0,26
24,77,0,20
1,78,0,66
2,78,0,2
3,78,4,91
4,78,0,62
5,78,0,0
6,78,5,35
7,78,0,13
8,78,1,31
9,78,2,62
10,78,1,36
11,78,5,139
12,78,0,3
13,78,3,123
14,78,1,62
15,78,1,63
16,78,0,29
17,78,0,6
18,78,0,10
19,78,0,4
20,78,0,32
21,78,0,62
22,78,0,65
23,78,0,43
24,78,0,28
1,79,0,57
2,79,0,0
3,79,3,62
4,79,0,82
5,79,0,0
6,79,5,35
7,79,0,17
8,79,1,32
9,79,2,80
10,79,1,36
11,79,2,89
12,79,0,6
13,79,2,127
14,79,1,50
15,79,1,65
16,79,0,37
17,79,0,6
18,79,0,6
19,79,0,4
20,79,0,43
21,79,0,59
22,79,0,51
23,79,0,43
24,79,0,17
1,80,0,40
2,80,0,2
3,80,2,75
4,80,2,54
5,80,0,0
6,80,5,35
7,80,0,29
8,80,1,32
9,80,1,64
10,80,1,36
11,80,0,100
12,80,0,6
13,80,4,112
14,80,1,62
15,80,0,70
16,80,0,45
17,80,0,6
18,80,0,5
19,80,0,4
20,80,0,65
21,80,1,73
22,80,0,30
23,80,0,41
24,80,0,14
1,81,0,32
2,81,0,0
3,81,2,74
4,81,1,54
5,81,0,0
6,81,5,35
7,81,0,41
8,81,1,34
9,81,1,65
10,81,1,36
11,81,1,107
12,81,0,6
13,81,3,125
14,81,2,66
15,81,1,63
16,81,0,48
17,81,0,6
18,81,0,0
19,81,0,4
20,81,0,87
21,81,2,77
22,81,0,31
23,81,0,42
24,81,0,16
1,82,0,32
2,82,0,2
3,82,2,59
4,82,1,45
5,82,0,0
6,82,5,35
7,82,0,42
8,82,1,41
9,82,1,67
10,82,1,36
11,82,3,141
12,82,0,6
13,82,3,117
14,82,3,84
15,82,1,53
16,82,0,46
17,82,0,6
18,82,0,8
19,82,0,7
20,82,0,65
21,82,2,55
22,82,0,37
23,82,0,67
24,82,0,19
1,83,0,32
2,83,0,0
3,83,5,99
4,83,0,42
5,83,0,0
6,83,5,35
7,83,0,56
8,83,1,28
9,83,0,74
10,83,1,36
11,83,1,119
12,83,0,6
13,83,3,130
14,83,1,70
15,83,1,56
16,83,0,44
17,83,0,6
18,83,0,13
19,83,0,7
20,83,0,37
21,83,1,44
22,83,0,37
23,83,0,48
24,83,0,22
1,84,0,32
2,84,0,2
3,84,3,65
4,84,0,49
5,84,0,0
6,84,5,35
7,84,1,47
8,84,0,26
9,84,1,66
10,84,1,36
11,84,3,133
12,84,0,6
13,84,3,97
14,84,3,84
15,84,1,56
16,84,0,37
17,84,0,6
18,84,0,14
19,84,0,7
20,84,0,23
21,84,0,50
22,84,0,54
23,84,1,52
24,84,0,24
1,85,0,32
2,85,0,0
3,85,6,101
4,85,0,43
5,85,0,0
6,85,5,35
7,85,1,80
8,85,0,16
9,85,0,90
10,85,1,36
11,85,6,133
12,85,0,6
13,85,5,139
14,85,2,101
15,85,1,56
16,85,0,28
17,85,0,6
18,85,0,25
19,85,0,7
20,85,0,26
21,85,0,54
22,85,1,34
23,85,0,77
24,85,0,31
1,86,0,32
2,86,0,2
3,86,1,63
4,86,0,41
5,86,0,0
6,86,5,35
7,86,1,39
8,86,0,10
9,86,1,65
10,86,1,36
11,86,0,86
12,86,0,6
13,86,2,83
14,86,3,90
15,86,1,56
16,86,0,31
17,86,0,6
18,86,0,18
19,86,0,7
20,86,0,21
21,86,0,60
22,86,0,47
23,86,1,55
24,86,0,30
1,87,0,32
2,87,0,0
3,87,3,52
4,87,0,35
5,87,0,0
6,87,5,35
7,87,0,24
8,87,0,6
9,87,1,47
10,87,1,36
11,87,0,95
12,87,0,6
13,87,1,77
14,87,4,112
15,87,1,56
16,87,0,31
17,87,0,6
18,87,0,13
19,87,0,7
20,87,0,13
21,87,0,76
22,87,1,31
23,87,2,54
24,87,0,37
1,88,0,32
2,88,0,2
3,88,2,51
4,88,0,47
5,88,0,0
6,88,5,35
7,88,0,28
8,88,0,0
9,88,0,48
10,88,1,36
11,88,0,64
12,88,0,6
13,88,2,105
14,88,2,86
15,88,1,60
16,88,0,31
17,88,0,6
18,88,0,21
19,88,0,7
20,88,0,8
21,88,1,54
22,88,1,23
23,88,2,62
24,88,0,27
1,89,0,32
2,89,0,0
3,89,2,54
4,89,0,38
5,89,0,0
6,89,5,35
7,89,0,27
8,89,0,0
9,89,0,54
10,89,1,36
11,89,1,85
12,89,0,6
13,89,3,86
14,89,2,87
15,89,1,65
16,89,0,34
17,89,0,6
18,89,0,21
19,89,0,7
20,89,0,6
21,89,0,76
22,89,0,22
23,89,2,45
24,89,0,23
1,90,0,32
2,90,0,2
3,90,3,66
4,90,0,46
5,90,0,3
6,90,5,38
7,90,0,27
8,90,0,0
9,90,0,67
10,90,1,36
11,90,1,62
12,90,0,6
13,90,4,106
14,90,2,83
15,90,1,77
16,90,0,33
17,90,0,6
18,90,0,21
19,90,0,7
20,90,0,4
21,90,2,70
22,90,0,6
23,90,2,60
24,90,0,19
1,91,0,32
2,91,0,0
3,91,2,72
4,91,0,36
5,91,0,10
6,91,5,44
7,91,0,30
8,91,0,0
9,91,0,38
10,91,1,36
11,91,1,81
12,91,0,6
13,91,3,76
14,91,1,49
15,91,1,56
16,91,0,25
17,91,0,6
18,91,0,21
19,91,0,7
20,91,0,4
21,91,3,87
22,91,0,3
23,91,3,41
24,91,0,15
1,92,0,32
2,92,0,2
3,92,2,66
4,92,0,38
5,92,0,17
6,92,5,49
7,92,0,30
8,92,0,0
9,92,0,18
10,92,1,36
11,92,1,67
12,92,0,6
13,92,3,95
14,92,1,46
15,92,0,50
16,92,0,25
17,92,0,6
18,92,0,21
19,92,0,7
20,92,0,4
21,92,2,34
22,92,0,0
23,92,1,40
24,92,0,8
1,93,0,32
2,93,0,0
3,93,3,81
4,93,0,45
5,93,0,22
6,93,5,67
7,93,0,33
8,93,0,0
9,93,0,14
10,93,1,36
11,93,0,74
12,93,0,6
13,93,4,76
14,93,1,30
15,93,0,37
16,93,0,25
17,93,0,6
18,93,0,21
19,93,0,7
20,93,0,5
21,93,3,44
22,93,0,3
23,93,2,36
24,93,0,9
1,94,0,32
2,94,0,2
3,94,2,64
4,94,0,32
5,94,0,24
6,94,4,54
7,94,0,36
8,94,0,0
9,94,0,11
10,94,1,36
11,94,1,74
12,94,0,6
13,94,3,46
14,94,1,41
15,94,0,34
16,94,0,25
17,94,0,6
18,94,0,21
19,94,0,7
20,94,0,2
21,94,2,53
22,94,0,3
23,94,0,15
24,94,0,8
1,95,0,32
2,95,0,0
3,95,2,68
4,95,0,36
5,95,0,21
6,95,5,54
7,95,0,39
8,95,0,0
9,95,0,4
10,95,1,36
11,95,2,88
12,95,0,6
13,95,1,48
14,95,1,38
15,95,0,37
16,95,0,25
17,95,0,6
18,95,0,21
19,95,0,7
20,95,0,2
21,95,1,47
22,95,0,3
23,95,0,16
24,95,0,12
1,96,0,32
2,96,0,2
3,96,2,54
4,96,0,37
5,96,0,18
6,96,4,69
7,96,0,42
8,96,0,0
9,96,0,1
10,96,1,36
11,96,3,92
12,96,0,6
13,96,2,30
14,96,1,38
15,96,0,38
16,96,0,25
17,96,0,6
18,96,0,21
19,96,0,7
20,96,0,8
21,96,1,21
22,96,0,0
23,96,0,12
24,96,0,11
1,97,0,32
2,97,0,0
3,97,3,77
4,97,0,56
5,97,0,19
6,97,2,64
7,97,0,55
8,97,0,0
9,97,0,1
10,97,1,36
11,97,3,118
12,97,0,6
13,97,0,21
14,97,1,38
15,97,0,43
16,97,0,25
17,97,0,6
18,97,0,30
19,97,0,7
20,97,0,5
21,97,0,5
22,97,0,0
23,97,0,9
24,97,0,12
1,98,0,32
2,98,0,2
3,98,2,43
4,98,1,61
5,98,0,23
6,98,3,84
7,98,0,21
8,98,0,0
9,98,0,1
10,98,1,36
11,98,4,107
12,98,0,6
13,98,0,7
14,98,1,38
15,98,0,50
16,98,0,25
17,98,0,6
18,98,0,18
19,98,0,7
20,98,0,1
21,98,0,0
22,98,0,0
23,98,0,1
24,98,0,11
1,99,0,32
2,99,0,0
3,99,3,35
4,99,2,62
5,99,0,24
6,99,2,62
7,99,0,10
8,99,0,0
9,99,0,1
10,99,1,36
11,99,3,105
12,99,0,6
13,99,0,2
14,99,1,41
15,99,0,42
16,99,0,25
17,99,0,6
18,99,0,6
19,99,0,7
20,99,0,1
21,99,0,3
22,99,0,0
23,99,0,0
24,99,0,12
1,100,0,32
2,100,0,2
3,100,3,35
4,100,3,72
5,100,0,28
6,100,4,84
7,100,0,13
8,100,0,0
9,100,0,1
10,100,1,36
11,100,3,112
12,100,0,6
13,100,0,5
14,100,1,38
15,100,0,54
16,100,0,25
17,100,0,6
18,100,0,7
19,100,0,7
20,100,0,8
21,100,0,3
22,100,0,3
23,100,0,1
24,100,0,11
1,101,0,32
2,101,0,0
3,101,5,52
4,101,2,69
5,101,0,30
6,101,5,78
7,101,0,25
8,101,0,0
9,101,0,1
10,101,1,36
11,101,6,119
12,101,0,6
13,101,0,7
14,101,1,41
15,101,1,54
16,101,0,25
17,101,0,6
18,101,0,11
19,101,0,7
20,101,0,11
21,101,0,9
22,101,0,8
23,101,0,1
24,101,0,12
1,102,0,32
2,102,0,2
3,102,5,54
4,102,2,80
5,102,0,36
6,102,6,115
7,102,0,30
8,102,0,0
9,102,0,1
10,102,1,36
11,102,3,115
12,102,0,6
13,102,0,7
14,102,1,47
15,102,1,70
16,102,0,25
17,102,0,6
18,102,0,13
19,102,0,7
20,102,0,19
21,102,0,9
22,102,0,14
23,102,0,1
24,102,0,11
1,103,0,32
2,103,0,0
3,103,5,80
4,103,3,89
5,103,0,49
6,103,3,66
7,103,0,27
8,103,0,0
9,103,0,2
10,103,1,36
11,103,2,137
12,103,0,6
13,103,0,12
14,103,1,44
15,103,1,76
16,103,0,25
17,103,0,6
18,103,0,18
19,103,0,7
20,103,0,16
21,103,0,15
22,103,0,19
23,103,0,1
24,103,0,14
1,104,0,32
2,104,0,2
3,104,5,89
4,104,3,110
5,104,1,37
6,104,3,109
7,104,0,24
8,104,0,0
9,104,0,0
10,104,1,36
11,104,2,139
12,104,0,6
13,104,0,25
14,104,1,54
15,104,1,95
16,104,0,25
17,104,0,6
18,104,0,26
19,104,0,7
20,104,0,24
21,104,0,20
22,104,0,10
23,104,0,1
24,104,0,13
1,105,0,32
2,105,0,0
3,105,5,121
4,105,1,107
5,105,0,50
6,105,2,75
7,105,0,29
8,105,0,0
9,105,0,0
10,105,1,36
11,105,1,160
12,105,0,6
13,105,0,46
14,105,1,54
15,105,1,81
16,105,0,25
17,105,0,6
18,105,0,31
19,105,0,7
20,105,0,31
21,105,0,29
22,105,0,17
23,105,0,3
24,105,0,14
1,106,0,32
2,106,0,2
3,106,3,37
4,106,2,90
5,106,1,70
6,106,5,106
7,106,0,46
8,106,0,0
9,106,0,0
10,106,1,36
11,106,2,59
12,106,0,6
13,106,0,16
14,106,2,66
15,106,1,128
16,106,0,25
17,106,0,6
18,106,0,34
19,106,0,7
20,106,0,47
21,106,0,51
22,106,0,11
23,106,0,4
24,106,0,14
1,107,0,32
2,107,0,0
3,107,5,51
4,107,2,104
5,107,2,67
6,107,4,66
7,107,1,42
8,107,0,0
9,107,0,0
10,107,1,36
11,107,2,59
12,107,0,6
13,107,0,16
14,107,2,64
15,107,2,88
16,107,0,25
17,107,0,6
18,107,0,43
19,107,0,7
20,107,0,41
21,107,0,56
22,107,0,3
23,107,0,3
24,107,0,21
1,108,0,32
2,108,0,2
3,108,3,48
4,108,4,107
5,108,2,103
6,108,1,36
7,108,1,47
8,108,0,0
9,108,0,0
10,108,1,36
11,108,3,88
12,108,0,6
13,108,0,20
14,108,2,71
15,108,2,117
16,108,0,25
17,108,0,6
18,108,0,37
19,108,0,7
20,108,0,66
21,108,1,102
22,108,0,3
23,108,0,5
24,108,0,22
1,109,0,32
2,109,0,0
3,109,3,45
4,109,5,117
5,109,2,43
6,109,0,17
7,109,0,54
8,109,0,1
9,109,0,0
10,109,1,36
11,109,2,68
12,109,0,6
13,109,0,17
14,109,2,50
15,109,4,111
16,109,0,25
17,109,0,6
18,109,0,45
19,109,0,7
20,109,0,62
21,109,3,65
22,109,0,6
23,109,0,5
24,109,0,17
1,110,0,32
2,110,0,2
3,110,4,60
4,110,6,111
5,110,1,40
6,110,0,9
7,110,0,54
8,110,0,1
9,110,0,0
10,110,1,36
11,110,3,73
12,110,0,6
13,110,0,20
14,110,2,43
15,110,3,120
16,110,0,25
17,110,0,6
18,110,0,40
19,110,0,7
20,110,1,111
21,110,5,114
22,110,0,6
23,110,0,9
24,110,0,11
1,111,0,32
2,111,0,0
3,111,3,61
4,111,4,148
5,111,1,38
6,111,0,2
7,111,0,58
8,111,0,4
9,111,0,0
10,111,1,36
11,111,3,59
12,111,0,6
13,111,0,22
14,111,1,52
15,111,4,118
16,111,0,25
17,111,0,6
18,111,1,52
19,111,0,7
20,111,2,60
21,111,2,81
22,111,0,6
23,111,0,12
24,111,0,9
1,112,0,32
2,112,0,2
3,112,5,91
4,112,4,140
5,112,2,54
6,112,0,16
7,112,0,47
8,112,0,3
9,112,0,0
10,112,1,36
11,112,4,80
12,112,0,6
13,112,0,30
14,112,1,31
15,112,4,123
16,112,0,25
17,112,0,6
18,112,1,53
19,112,0,7
20,112,3,79
21,112,0,100
22,112,0,6
23,112,0,17
24,112,0,8
1,113,0,32
2,113,0,0
3,113,3,93
4,113,1,79
5,113,2,56
6,113,0,26
7,113,0,61
8,113,0,3
9,113,0,0
10,113,1,36
11,113,3,103
12,113,0,6
13,113,0,37
14,113,0,45
15,113,3,119
16,113,0,25
17,113,0,6
18,113,2,27
19,113,0,7
20,113,5,103
21,113,2,95
22,113,0,6
23,113,0,21
24,113,0,9
1,114,0,32
2,114,0,2
3,114,5,149
4,114,3,104
5,114,1,64
6,114,0,17
7,114,0,55
8,114,0,3
9,114,0,0
10,114,1,36
11,114,2,89
12,114,0,6
13,114,0,48
14,114,1,45
15,114,3,100
16,114,0,25
17,114,0,6
18,114,2,31
19,114,0,7
20,114,2,69
21,114,3,120
22,114,0,9
23,114,0,28
24,114,0,8
1,115,0,32
2,115,0,0
3,115,0,39
4,115,1,60
5,115,0,83
6,115,0,12
7,115,1,80
8,115,0,3
9,115,0,0
10,115,1,36
11,115,3,79
12,115,0,6
13,115,0,41
14,115,3,62
15,115,4,113
16,115,0,25
17,115,0,6
18,115,3,32
19,115,0,7
20,115,1,52
21,115,2,99
22,115,0,11
23,115,0,27
24,115,0,9
1,116,0,32
2,116,0,2
3,116,0,40
4,116,2,86
5,116,0,70
6,116,0,20
7,116,1,54
8,116,0,3
9,116,0,0
10,116,1,36
11,116,4,103
12,116,0,6
13,116,1,36
14,116,2,55
15,116,3,97
16,116,0,25
17,116,0,6
18,116,3,48
19,116,0,7
20,116,1,35
21,116,2,74
22,116,0,16
23,116,0,21
24,116,0,11
1,117,0,32
2,117,0,0
3,117,0,39
4,117,2,58
5,117,2,67
6,117,0,26
7,117,0,40
8,117,0,3
9,117,0,0
10,117,1,36
11,117,3,99
12,117,0,6
13,117,0,41
14,117,2,61
15,117,4,125
16,117,0,26
17,117,0,6
18,117,2,49
19,117,0,7
20,117,0,27
21,117,5,93
22,117,0,13
23,117,0,29
24,117,0,12
1,118,0,32
2,118,0,2
3,118,0,40
4,118,0,59
5,118,3,94
6,118,0,33
7,118,0,43
8,118,0,3
9,118,0,3
10,118,1,36
11,118,3,119
12,118,0,6
13,118,1,37
14,118,1,47
15,118,3,118
16,118,0,26
17,118,0,6
18,118,2,46
19,118,0,7
20,118,1,28
21,118,2,70
22,118,0,13
23,118,0,26
24,118,0,14
1,119,0,32
2,119,0,0
3,119,0,39
4,119,0,59
5,119,2,70
6,119,0,35
7,119,0,60
8,119,0,3
9,119,0,9
10,119,1,36
11,119,1,96
12,119,0,6
13,119,0,44
14,119,0,37
15,119,4,117
16,119,0,26
17,119,0,6
18,119,2,46
19,119,0,7
20,119,0,32
21,119,2,81
22,119,0,16
23,119,0,33
24,119,0,9
1,120,0,32
2,120,0,2
3,120,0,40
4,120,0,75
5,120,3,77
6,120,0,33
7,120,0,64
8,120,0,3
9,120,0,11
10,120,1,36
11,120,4,111
12,120,0,6
13,120,1,33
14,120,0,45
15,120,4,102
16,120,0,27
17,120,0,6
18,120,2,46
19,120,0,7
20,120,1,33
21,120,1,49
22,120,0,30
23,120,0,23
24,120,0,9
1,121,0,32
2,121,0,0
3,121,0,39
4,121,0,60
5,121,2,86
6,121,0,49
7,121,0,69
8,121,0,3
9,121,0,6
10,121,1,36
11,121,4,107
12,121,0,6
13,121,0,35
14,121,1,35
15,121,2,93
16,121,0,30
17,121,0,6
18,121,2,46
19,121,0,7
20,121,0,45
21,121,0,44
22,121,0,21
23,121,0,28
24,121,0,12
1,122,0,32
2,122,0,2
3,122,0,40
4,122,0,58
5,122,2,86
6,122,0,46
7,122,0,69
8,122,0,3
9,122,0,11
10,122,1,36
11,122,3,111
12,122,0,6
13,122,1,33
14,122,0,32
15,122,1,81
16,122,0,30
17,122,0,6
18,122,2,46
19,122,0,7
20,122,1,43
21,122,0,66
22,122,0,14
23,122,0,25
24,122,0,8
1,123,0,32
2,123,0,0
3,123,0,39
4,123,0,51
5,123,2,134
6,123,0,44
7,123,1,67
8,123,0,3
9,123,0,17
10,123,1,36
11,123,3,90
12,123,0,6
13,123,0,44
14,123,1,32
15,123,1,81
16,123,0,30
17,123,0,6
18,123,2,46
19,123,0,7
20,123,0,51
21,123,0,61
22,123,0,11
23,123,0,33
24,123,0,9
1,124,0,32
2,124,0,2
3,124,0,40
4,124,0,38
5,124,2,65
6,124,0,58
7,124,2,59
8,124,0,3
9,124,0,24
10,124,1,36
11,124,4,65
12,124,0,6
13,124,1,46
14,124,1,50
15,124,2,80
16,124,0,33
17,124,0,6
18,124,2,46
19,124,0,7
20,124,1,63
21,124,1,68
22,124,0,2
23,124,0,31
24,124,0,9
1,125,0,32
2,125,0,0
3,125,0,39
4,125,0,36
5,125,3,89
6,125,0,63
7,125,2,45
8,125,0,3
9,125,0,26
10,125,1,36
11,125,3,78
12,125,0,6
13,125,0,57
14,125,1,28
15,125,1,97
16,125,0,39
17,125,0,6
18,125,2,46
19,125,0,7
20,125,0,61
21,125,1,73
22,125,0,3
23,125,0,41
24,125,0,12
1,126,0,32
2,126,0,2
3,126,0,40
4,126,0,42
5,126,3,90
6,126,1,86
7,126,0,32
8,126,0,4
9,126,0,38
10,126,1,36
11,126,3,81
12,126,0,6
13,126,1,51
14,126,0,45
15,126,1,87
16,126,0,46
17,126,0,6
18,126,2,46
19,126,0,7
20,126,3,112
21,126,2,75
22,126,0,13
23,126,0,36
24,126,0,13
1,127,0,32
2,127,0,0
3,127,0,39
4,127,0,33
5,127,5,118
6,127,1,53
7,127,0,37
8,127,0,4
9,127,0,37
10,127,1,36
11,127,4,111
12,127,0,6
13,127,0,70
14,127,0,49
15,127,1,76
16,127,0,54
17,127,0,6
18,127,2,46
19,127,0,7
20,127,2,53
21,127,4,89
22,127,0,30
23,127,0,59
24,127,0,14
1,128,0,32
2,128,0,2
3,128,0,40
4,128,0,35
5,128,2,88
6,128,1,69
7,128,0,37
8,128,0,7
9,128,1,50
10,128,1,36
11,128,3,70
12,128,0,6
13,128,1,67
14,128,1,20
15,128,2,80
16,128,0,74
17,128,0,6
18,128,2,46
19,128,0,7
20,128,2,86
21,128,2,55
22,128,0,9
23,128,0,49
24,128,0,8
1,129,0,32
2,129,0,0
3,129,0,39
4,129,0,42
5,129,3,86
6,129,1,81
7,129,0,53
8,129,0,8
9,129,2,41
10,129,1,36
11,129,2,73
12,129,0,6
13,129,1,64
14,129,0,16
15,129,3,98
16,129,0,49
17,129,0,6
18,129,2,46
19,129,0,7
20,129,3,67
21,129,2,68
22,129,0,5
23,129,0,51
24,129,0,9
1,130,0,32
2,130,0,2
3,130,0,40
4,130,0,50
5,130,3,98
6,130,3,119
7,130,0,30
8,130,0,10
9,130,0,60
10,130,1,36
11,130,3,69
12,130,0,6
13,130,2,74
14,130,0,0
15,130,4,105
16,130,0,52
17,130,0,6
18,130,2,46
19,130,0,7
20,130,6,108
21,130,3,71
22,130,0,5
23,130,0,55
24,130,0,8
1,131,0,32
2,131,0,0
3,131,0,39
4,131,0,48
5,131,2,95
6,131,2,105
7,131,0,32
8,131,0,11
9,131,0,41
10,131,1,39
11,131,4,99
12,131,0,6
13,131,2,89
14,131,0,0
15,131,5,136
16,131,0,69
17,131,0,6
18,131,2,46
19,131,0,7
20,131,2,55
21,131,3,101
22,131,0,6
23,131,0,71
24,131,0,9
1,132,0,32
2,132,0,2
3,132,0,40
4,132,0,53
5,132,6,103
6,132,4,133
7,132,0,53
8,132,0,11
9,132,1,50
10,132,1,42
11,132,3,73
12,132,0,6
13,132,3,82
14,132,0,3
15,132,4,93
16,132,1,80
17,132,0,6
18,132,2,46
19,132,0,9
20,132,1,32
21,132,0,69
22,132,0,7
23,132,0,57
24,132,0,8
1,133,0,32
2,133,0,0
3,133,0,39
4,133,0,53
5,133,0,49
6,133,2,124
7,133,0,27
8,133,0,8
9,133,1,37
10,133,1,26
11,133,4,91
12,133,0,8
13,133,2,100
14,133,0,3
15,133,2,61
16,133,1,69
17,133,0,6
18,133,2,46
19,133,0,10
20,133,0,18
21,133,2,80
22,133,0,6
23,133,1,75
24,133,0,9
1,134,0,32
2,134,0,2
3,134,0,40
4,134,0,55
5,134,0,33
6,134,2,108
7,134,0,21
8,134,0,6
9,134,0,60
10,134,1,26
11,134,3,98
12,134,0,6
13,134,2,102
14,134,0,3
15,134,2,78
16,134,2,89
17,134,0,6
18,134,2,46
19,134,0,11
20,134,0,26
21,134,2,51
22,134,0,10
23,134,2,77
24,134,0,8
1,135,0,32
2,135,0,0
3,135,0,39
4,135,0,44
5,135,0,31
6,135,3,134
7,135,0,15
8,135,0,6
9,135,1,38
10,135,1,47
11,135,4,156
12,135,0,6
13,135,2,134
14,135,0,9
15,135,4,79
16,135,2,90
17,135,0,6
18,135,2,46
19,135,0,14
20,135,0,27
21,135,0,37
22,135,0,12
23,135,3,110
24,135,0,9
1,136,0,32
2,136,0,2
3,136,0,40
4,136,0,50
5,136,0,30
6,136,2,155
7,136,0,26
8,136,0,6
9,136,0,50
10,136,1,31
11,136,1,105
12,136,0,9
13,136,1,100
14,136,0,14
15,136,3,90
16,136,3,97
17,136,0,6
18,136,2,46
19,136,0,14
20,136,0,30
21,136,0,43
22,136,0,17
23,136,1,80
24,136,0,8
1,137,0,32
2,137,0,0
3,137,0,40
4,137,0,50
5,137,0,39
6,137,3,133
7,137,0,16
8,137,0,6
9,137,1,66
10,137,1,40
11,137,1,126
12,137,0,6
13,137,2,87
14,137,0,17
15,137,3,106
16,137,1,68
17,137,0,6
18,137,2,46
19,137,0,14
20,137,0,35
21,137,0,47
22,137,0,23
23,137,2,74
24,137,0,9
1,138,0,32
2,138,0,2
3,138,0,40
4,138,0,42
5,138,0,26
6,138,2,92
7,138,0,5
8,138,0,6
9,138,2,73
10,138,1,48
11,138,4,121
12,138,0,6
13,138,2,89
14,138,0,29
15,138,3,120
16,138,2,73
17,138,0,6
18,138,2,46
19,138,0,14
20,138,0,41
21,138,0,64
22,138,0,26
23,138,2,95
24,138,0,8
1,139,0,32
2,139,0,0
3,139,0,39
4,139,0,37
5,139,0,34
6,139,4,115
7,139,0,3
8,139,0,7
9,139,2,66
10,139,1,34
11,139,2,120
12,139,0,12
13,139,1,69
14,139,0,24
15,139,3,172
16,139,3,69
17,139,0,6
18,139,2,46
19,139,0,14
20,139,0,51
21,139,0,84
22,139,0,28
23,139,2,70
24,139,0,9
1,140,0,32
2,140,0,2
3,140,0,40
4,140,0,21
5,140,0,27
6,140,4,142
7,140,0,3
8,140,0,9
9,140,4,88
10,140,0,32
11,140,4,129
12,140,0,15
13,140,2,109
14,140,0,31
15,140,0,85
16,140,3,84
17,140,0,6
18,140,2,46
19,140,0,12
20,140,0,57
21,140,0,81
22,140,0,38
23,140,2,112
24,140,0,8
1,141,0,32
2,141,0,0
3,141,0,39
4,141,0,21
5,141,0,42
6,141,1,78
7,141,0,3
8,141,0,16
9,141,2,63
10,141,0,31
11,141,2,121
12,141,0,17
13,141,2,62
14,141,0,16
15,141,2,133
16,141,1,88
17,141,0,6
18,141,2,46
19,141,0,14
20,141,0,90
21,141,1,118
22,141,0,41
23,141,2,72
24,141,0,9
1,142,0,32
2,142,0,2
3,142,0,40
4,142,0,21
5,142,0,5
6,142,0,67
7,142,0,3
8,142,0,15
9,142,1,71
10,142,0,35
11,142,2,107
12,142,0,21
13,142,0,66
14,142,0,11
15,142,0,54
16,142,2,75
17,142,0,6
18,142,2,46
19,142,0,17
20,142,1,55
21,142,2,91
22,142,0,59
23,142,4,82
24,142,0,8
1,143,0,32
2,143,0,0
3,143,0,39
4,143,0,21
5,143,0,8
6,143,0,73
7,143,0,4
8,143,0,14
9,143,1,46
10,143,0,51
11,143,4,141
12,143,0,26
13,143,0,30
14,143,0,11
15,143,0,51
16,143,3,102
17,143,0,6
18,143,2,46
19,143,0,22
20,143,1,52
21,143,2,91
22,143,0,43
23,143,4,80
24,143,0,9
1,144,0,32
2,144,0,2
3,144,0,40
4,144,0,21
5,144,0,12
6,144,1,71
7,144,0,6
8,144,0,16
9,144,2,63
10,144,0,43
11,144,4,111
12,144,0,25
